Year,Season_type,PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF
2023-24,Playoffs,1627783,5,Pascal Siakam,1610612754,IND,3,39.3,12.7,21.7,0.585,1.3,3.7,0.364,3.3,6.0,0.556,3.3,7.7,11.0,4.0,0.7,1.0,0.3,30.0,34.7
2023-24,Playoffs,1629029,6,Luka Doncic,1610612742,DAL,3,42.7,9.7,25.7,0.377,4.0,13.3,0.3,5.7,7.0,0.81,0.7,9.0,9.7,8.0,1.3,0.3,4.0,29.0,27.0
2023-24,Playoffs,1628973,7,Jalen Brunson,1610612752,NYK,3,41.7,9.7,27.3,0.354,1.7,6.3,0.263,7.3,9.0,0.815,1.7,4.0,5.7,8.7,0.3,0.0,3.3,28.3,20.3
2023-24,Playoffs,1628983,7,Shai Gilgeous-Alexander,1610612760,OKC,3,37.0,10.7,21.0,0.508,1.3,4.3,0.308,5.7,6.7,0.85,0.3,4.3,4.7,5.7,2.0,0.3,2.7,28.3,27.0
2023-24,Playoffs,1630162,9,Anthony Edwards,1610612750,MIN,3,39.0,9.7,19.7,0.492,2.3,6.3,0.368,6.3,7.0,0.905,1.0,6.7,7.7,6.3,2.3,0.3,4.7,28.0,29.3
2023-24,Playoffs,203999,10,Nikola Jokic,1610612743,DEN,3,40.0,11.0,17.3,0.635,1.0,2.7,0.375,4.7,5.3,0.875,4.0,11.7,15.7,8.7,1.7,0.0,2.0,27.7,44.7
2023-24,Playoffs,203114,11,Khris Middleton,1610612749,MIL,3,37.3,10.3,19.0,0.544,2.0,5.3,0.375,4.0,4.0,1.0,1.3,7.0,8.3,5.0,0.0,0.3,1.7,26.7,30.0
2023-24,Playoffs,2544,12,LeBron James,1610612747,LAL,3,40.3,10.3,18.3,0.564,2.3,5.7,0.412,3.3,4.7,0.714,0.7,6.0,6.7,9.7,1.7,1.3,4.0,26.3,32.3
2023-24,Playoffs,1628369,13,Jayson Tatum,1610612738,BOS,2,41.0,8.5,19.0,0.447,1.5,7.0,0.214,7.0,8.0,0.875,0.5,8.5,9.0,6.5,1.0,0.5,3.0,25.5,28.0
2023-24,Playoffs,1627759,14,Jaylen Brown,1610612738,BOS,2,36.0,9.5,17.5,0.543,3.5,7.0,0.5,2.5,5.0,0.5,2.5,5.5,8.0,2.0,0.5,1.0,2.0,25.0,24.0
2023-24,Playoffs,202681,14,Kyrie Irving,1610612742,DAL,3,39.0,8.7,17.7,0.491,3.3,7.0,0.476,4.3,5.0,0.867,1.3,4.3,5.7,4.3,2.3,0.0,2.0,25.0,25.7
2023-24,Playoffs,201142,16,Kevin Durant,1610612756,PHX,3,40.7,8.3,16.7,0.5,1.0,3.0,0.333,7.0,8.3,0.84,0.0,5.7,5.7,2.7,0.7,0.7,3.0,24.7,21.7
2023-24,Playoffs,201935,17,James Harden,1610612746,LAC,3,41.7,7.0,14.7,0.477,4.3,9.7,0.448,5.3,6.0,0.889,0.0,3.3,3.3,7.0,1.0,1.3,2.3,23.7,25.7
2023-24,Playoffs,1626167,18,Myles Turner,1610612754,IND,3,36.0,8.0,17.7,0.453,3.3,8.3,0.4,3.3,4.3,0.769,0.7,7.3,8.0,3.0,1.0,1.0,0.3,22.7,24.7
2023-24,Playoffs,1628389,19,Bam Adebayo,1610612748,MIA,2,38.0,9.5,15.5,0.613,0.0,1.5,0.0,3.5,5.0,0.7,1.0,7.0,8.0,2.5,0.0,0.0,1.0,22.5,24.5
2023-24,Playoffs,1630532,20,Franz Wagner,1610612753,ORL,4,36.3,7.8,15.3,0.508,1.8,4.5,0.389,4.3,5.3,0.81,1.0,7.0,8.0,4.3,0.5,1.3,1.5,21.5,25.5
2023-24,Playoffs,1627750,21,Jamal Murray,1610612743,DEN,3,39.7,8.7,23.0,0.377,1.7,6.7,0.25,2.3,2.7,0.875,0.7,4.0,4.7,8.0,0.0,1.3,2.0,21.3,18.7
2023-24,Playoffs,1631094,22,Paolo Banchero,1610612753,ORL,4,35.3,8.8,19.3,0.455,1.8,5.5,0.318,2.0,3.3,0.615,2.3,4.8,7.0,4.5,1.0,0.8,4.8,21.3,18.0
2023-24,Playoffs,1628378,23,Donovan Mitchell,1610612739,CLE,4,33.8,7.8,18.3,0.425,1.8,7.0,0.25,3.8,4.5,0.833,0.8,3.3,4.0,5.0,1.8,0.3,3.8,21.0,17.0
2023-24,Playoffs,1628404,23,Josh Hart,1610612752,NYK,3,44.3,6.7,14.7,0.455,4.0,7.7,0.522,3.7,4.7,0.786,3.7,7.7,11.3,3.7,1.3,0.7,1.3,21.0,27.7
2023-24,Playoffs,1626164,25,Devin Booker,1610612756,PHX,3,40.3,6.3,14.7,0.432,1.3,5.0,0.267,6.3,6.7,0.95,0.3,2.3,2.7,6.0,1.7,0.0,3.0,20.3,19.0
2023-24,Playoffs,1631114,25,Jalen Williams,1610612760,OKC,3,36.7,9.0,17.0,0.529,1.7,4.0,0.417,0.7,1.0,0.667,1.3,5.7,7.0,5.3,1.7,0.0,3.0,20.3,23.0
2023-24,Playoffs,1629008,25,Michael Porter Jr.,1610612743,DEN,3,37.0,8.0,14.7,0.545,3.7,7.7,0.478,0.7,0.7,1.0,0.7,8.3,9.0,1.3,1.0,0.7,0.7,20.3,25.0
2023-24,Playoffs,203078,28,Bradley Beal,1610612756,PHX,3,41.0,7.3,15.3,0.478,3.0,6.0,0.5,1.3,1.7,0.8,1.7,1.7,3.3,5.3,1.0,0.0,2.3,19.0,18.0
2023-24,Playoffs,203932,29,Aaron Gordon,1610612743,DEN,3,37.7,7.3,13.0,0.564,0.0,2.0,0.0,3.7,4.0,0.917,4.7,6.3,11.0,4.3,0.3,0.0,1.3,18.3,26.7
2023-24,Playoffs,1629639,30,Tyler Herro,1610612748,MIA,2,36.5,5.5,13.0,0.423,4.5,10.0,0.45,2.0,2.0,1.0,0.0,4.5,4.5,9.0,1.0,0.0,2.5,17.5,22.0
2023-24,Playoffs,1627826,31,Ivica Zubac,1610612746,LAC,3,33.0,7.7,13.3,0.575,0.0,0.0,0.0,2.0,3.0,0.667,4.0,7.7,11.7,0.7,1.0,0.7,1.7,17.3,23.0
2023-24,Playoffs,203468,32,CJ McCollum,1610612740,NOP,3,36.7,7.3,19.3,0.379,1.7,7.3,0.227,0.7,0.7,1.0,0.3,4.0,4.3,5.7,2.0,0.7,4.3,17.0,13.3
2023-24,Playoffs,1628386,32,Jarrett Allen,1610612739,CLE,4,31.8,6.3,9.3,0.676,0.0,0.0,0.0,4.5,6.5,0.692,3.8,10.0,13.8,1.3,1.3,1.0,1.3,17.0,28.0
2023-24,Playoffs,202331,32,Paul George,1610612746,LAC,3,35.0,6.0,15.0,0.4,2.3,7.7,0.304,2.7,2.7,1.0,0.0,4.3,4.3,4.0,0.7,0.3,1.7,17.0,15.7
2023-24,Playoffs,203497,32,Rudy Gobert,1610612750,MIN,3,38.3,5.3,7.3,0.727,0.0,0.0,0.0,6.3,7.3,0.864,4.0,9.0,13.0,1.7,1.3,0.3,1.3,17.0,29.0
2023-24,Playoffs,1628401,36,Derrick White,1610612738,BOS,2,34.5,5.5,9.0,0.611,3.0,6.0,0.5,2.5,2.5,1.0,0.0,2.0,2.0,4.0,0.5,1.0,2.0,16.5,18.5
2023-24,Playoffs,1627742,37,Brandon Ingram,1610612740,NOP,3,35.7,5.7,13.7,0.415,0.7,1.7,0.4,4.3,4.3,1.0,0.3,4.3,4.7,2.3,0.7,1.0,2.3,16.3,14.7
2023-24,Playoffs,1626157,37,Karl-Anthony Towns,1610612750,MIN,3,24.7,5.0,10.7,0.469,1.7,3.7,0.455,4.7,5.0,0.933,2.0,7.3,9.3,2.3,0.7,0.0,2.3,16.3,20.3
2023-24,Playoffs,201572,39,Brook Lopez,1610612749,MIL,3,33.3,6.7,11.7,0.571,2.3,4.3,0.538,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,1.7,0.7,15.7,17.7
2023-24,Playoffs,1631096,39,Chet Holmgren,1610612760,OKC,3,31.3,5.7,11.7,0.486,2.0,5.3,0.375,2.3,3.3,0.7,1.0,7.7,8.7,1.3,0.3,3.7,2.0,15.7,20.7
2023-24,Playoffs,1626171,41,Bobby Portis,1610612749,MIL,3,35.0,6.7,15.3,0.435,0.3,2.3,0.143,1.7,2.0,0.833,2.3,11.0,13.3,1.0,0.7,0.3,2.0,15.3,19.7
2023-24,Playoffs,1631170,42,Jaime Jaquez Jr.,1610612748,MIA,2,33.5,6.0,14.5,0.414,1.5,4.0,0.375,1.5,2.0,0.75,0.5,2.5,3.0,2.5,1.0,0.0,1.5,15.0,11.0
2023-24,Playoffs,1630559,43,Austin Reaves,1610612747,LAL,3,37.0,5.7,12.3,0.459,1.7,5.3,0.313,1.7,1.7,1.0,1.3,3.7,5.0,2.7,1.3,0.3,0.7,14.7,16.7
2023-24,Playoffs,1629638,43,Nickeil Alexander-Walker,1610612750,MIN,3,31.0,5.0,10.7,0.469,3.0,7.7,0.391,1.7,1.7,1.0,0.7,2.0,2.7,4.0,1.7,0.0,1.0,14.7,16.3
2023-24,Playoffs,1630591,45,Jalen Suggs,1610612753,ORL,4,29.5,4.8,9.8,0.487,1.5,5.0,0.3,3.5,4.5,0.778,1.3,2.8,4.0,3.8,1.3,0.5,2.5,14.5,15.5
2023-24,Playoffs,1630596,46,Evan Mobley,1610612739,CLE,4,30.5,5.3,11.8,0.447,0.8,2.8,0.273,3.0,3.8,0.8,1.3,6.0,7.3,1.8,0.8,2.3,1.3,14.3,17.8
2023-24,Playoffs,1629614,47,Andrew Nembhard,1610612754,IND,3,33.7,5.3,9.0,0.593,1.7,3.7,0.455,1.7,2.7,0.625,2.0,1.0,3.0,3.3,0.0,0.0,0.3,14.0,15.3
2023-24,Playoffs,1630529,48,Herbert Jones,1610612740,NOP,3,35.7,4.0,10.0,0.4,2.3,7.0,0.333,3.3,3.3,1.0,1.3,4.0,5.3,2.0,1.0,0.0,2.7,13.7,13.3
2023-24,Playoffs,1630183,49,Jaden McDaniels,1610612750,MIN,3,36.3,4.7,9.3,0.5,0.7,2.3,0.286,3.0,3.7,0.818,3.3,2.7,6.0,1.3,0.7,0.7,1.0,13.0,15.3
2023-24,Playoffs,202685,49,Jonas Valanciunas,1610612740,NOP,3,21.3,5.3,9.0,0.593,0.0,0.0,0.0,2.3,3.0,0.778,4.0,6.3,10.3,1.3,0.3,0.0,2.3,13.0,18.3
2023-24,Playoffs,1629023,49,P.J. Washington,1610612742,DAL,3,35.3,4.7,10.0,0.467,1.7,5.0,0.333,2.0,3.0,0.667,1.7,4.3,6.0,0.3,2.0,1.3,0.7,13.0,15.7
2023-24,Playoffs,1630530,49,Trey Murphy III,1610612740,NOP,3,41.7,5.0,12.7,0.395,3.0,7.7,0.391,0.0,0.0,0.0,1.0,4.0,5.0,2.0,1.3,1.3,1.3,13.0,13.7
2023-24,Playoffs,1630169,49,Tyrese Haliburton,1610612754,IND,3,40.0,5.3,13.0,0.41,1.7,7.3,0.227,0.7,1.0,0.667,2.3,4.7,7.0,12.0,0.7,1.0,3.0,13.0,22.7
2023-24,Playoffs,1630540,54,Miles McBride,1610612752,NYK,3,23.7,4.7,10.0,0.467,2.3,4.7,0.5,1.0,1.0,1.0,0.3,1.7,2.0,2.3,1.0,0.0,0.3,12.7,12.3
2023-24,Playoffs,1628384,54,OG Anunoby,1610612752,NYK,3,35.7,5.3,10.3,0.516,1.3,3.3,0.4,0.7,0.7,1.0,0.7,3.3,4.0,1.0,0.7,0.7,0.7,12.7,13.3
2023-24,Playoffs,1628997,56,Caleb Martin,1610612748,MIA,2,32.5,4.5,9.0,0.5,2.5,5.0,0.5,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.5,0.0,0.0,12.5,12.5
2023-24,Playoffs,201144,57,Mike Conley,1610612750,MIN,3,31.0,5.0,12.0,0.417,2.0,5.3,0.375,0.3,0.3,1.0,1.3,2.3,3.7,6.0,1.0,0.0,2.0,12.3,14.0
2023-24,Playoffs,1626156,58,D'Angelo Russell,1610612747,LAL,3,34.7,4.7,14.3,0.326,2.7,8.7,0.308,0.0,0.0,0.0,0.0,3.0,3.0,3.7,1.0,0.3,2.0,12.0,8.3
2023-24,Playoffs,1629636,58,Darius Garland,1610612739,CLE,4,31.8,4.5,10.8,0.419,2.3,5.5,0.409,0.8,1.3,0.6,0.0,3.0,3.0,6.0,0.5,0.3,3.0,12.0,12.0
2023-24,Playoffs,1630581,58,Josh Giddey,1610612760,OKC,3,25.3,4.3,9.3,0.464,1.7,4.0,0.417,1.7,2.0,0.833,0.7,5.0,5.7,4.0,0.3,0.3,2.3,12.0,14.7
2023-24,Playoffs,204001,58,Kristaps Porzingis,1610612738,BOS,2,32.0,4.0,11.0,0.364,2.0,6.0,0.333,2.0,2.0,1.0,1.5,4.5,6.0,2.5,2.0,2.0,2.0,12.0,15.5
2023-24,Playoffs,200768,62,Kyle Lowry,1610612755,PHI,3,34.3,3.3,6.7,0.5,2.3,5.0,0.467,2.7,3.3,0.8,1.0,3.0,4.0,3.0,1.3,1.0,1.0,11.7,16.0
2023-24,Playoffs,1628392,63,Isaiah Hartenstein,1610612752,NYK,3,24.7,5.0,8.0,0.625,0.0,0.3,0.0,1.3,1.3,1.0,3.7,2.7,6.3,2.7,0.0,1.7,0.7,11.3,18.3
2023-24,Playoffs,1626153,64,Delon Wright,1610612748,MIA,2,23.0,3.5,5.5,0.636,3.0,4.0,0.75,1.0,1.0,1.0,0.5,2.0,2.5,2.0,1.0,0.0,0.0,11.0,14.5
2023-24,Playoffs,1629652,64,Luguentz Dort,1610612760,OKC,3,35.0,3.3,7.7,0.435,3.3,6.0,0.556,1.0,1.3,0.75,1.7,1.3,3.0,2.0,0.3,0.0,0.7,11.0,11.0
2023-24,Playoffs,1628978,66,Donte DiVincenzo,1610612752,NYK,3,30.0,3.3,9.0,0.37,2.0,5.3,0.375,2.0,2.3,0.857,0.7,2.7,3.3,2.7,1.3,0.3,1.3,10.7,11.0
2023-24,Playoffs,1626181,66,Norman Powell,1610612746,LAC,3,28.7,3.7,9.0,0.407,2.3,4.0,0.583,1.0,1.0,1.0,0.7,3.0,3.7,0.7,0.3,0.0,1.7,10.7,8.3
2023-24,Playoffs,1631107,68,Nikola Jovic,1610612748,MIA,2,25.5,3.5,7.0,0.5,2.5,5.0,0.5,1.0,1.0,1.0,0.5,7.0,7.5,3.0,1.5,1.0,3.0,10.5,17.0
2023-24,Playoffs,1630174,69,Aaron Nesmith,1610612754,IND,3,38.7,3.0,10.7,0.281,1.7,7.3,0.227,2.7,3.0,0.889,1.3,4.3,5.7,4.3,1.0,1.0,1.3,10.3,13.0
2023-24,Playoffs,1629675,70,Naz Reid,1610612750,MIN,3,18.0,3.3,8.3,0.4,1.3,4.7,0.286,2.0,2.7,0.75,0.0,1.7,1.7,1.3,0.3,0.0,0.3,10.0,7.3
2023-24,Playoffs,1626162,71,Kelly Oubre Jr.,1610612755,PHI,3,34.0,3.7,7.3,0.5,1.0,2.0,0.5,1.3,2.0,0.667,1.3,2.7,4.0,2.3,2.3,1.3,1.7,9.7,13.7
2023-24,Playoffs,1630167,72,Obi Toppin,1610612754,IND,3,17.3,4.0,9.3,0.429,1.0,5.0,0.2,0.3,1.0,0.333,0.7,5.7,6.3,0.0,0.3,0.3,0.3,9.3,10.0
2023-24,Playoffs,1630573,73,Sam Hauser,1610612738,BOS,2,14.5,3.0,5.5,0.545,3.0,5.0,0.6,0.0,0.0,0.0,0.5,1.0,1.5,1.0,1.0,0.5,0.0,9.0,10.5
2023-24,Playoffs,1628371,74,Jonathan Isaac,1610612753,ORL,4,21.0,3.0,6.8,0.444,2.3,5.3,0.429,0.5,0.5,1.0,1.0,3.5,4.5,0.5,1.3,2.0,0.5,8.8,12.8
2023-24,Playoffs,201569,75,Eric Gordon,1610612756,PHX,3,26.0,2.3,7.0,0.333,1.7,4.0,0.417,2.3,2.7,0.875,0.3,2.0,2.3,1.7,1.7,0.7,1.3,8.7,8.7
2023-24,Playoffs,202699,76,Tobias Harris,1610612755,PHI,3,35.3,3.7,9.3,0.393,1.0,3.7,0.273,0.0,0.0,0.0,1.3,6.3,7.7,1.7,0.3,0.7,1.0,8.3,12.0
2023-24,Playoffs,1627747,77,Caris LeVert,1610612739,CLE,4,25.0,3.0,9.0,0.333,0.8,3.3,0.231,1.5,2.3,0.667,0.5,1.5,2.0,2.3,0.5,0.3,1.0,8.3,5.5
2023-24,Playoffs,201143,78,Al Horford,1610612738,BOS,2,24.5,3.0,5.5,0.545,1.5,3.0,0.5,0.5,1.0,0.5,1.5,6.0,7.5,1.5,0.5,0.5,0.5,8.0,14.5
2023-24,Playoffs,202711,78,Bojan Bogdanovic,1610612752,NYK,3,16.7,2.3,8.0,0.292,2.0,5.0,0.4,1.3,2.3,0.571,0.3,3.7,4.0,1.3,0.0,0.3,0.3,8.0,6.7
2023-24,Playoffs,1627752,78,Taurean Prince,1610612747,LAL,3,20.7,3.0,5.7,0.529,1.3,3.3,0.4,0.7,0.7,1.0,0.3,2.3,2.7,0.7,0.0,0.3,0.0,8.0,9.0
2023-24,Playoffs,1629021,81,Moritz Wagner,1610612753,ORL,4,16.8,3.0,6.5,0.462,0.0,1.3,0.0,1.8,3.0,0.583,1.3,4.0,5.3,0.5,1.0,0.5,0.8,7.8,9.5
2023-24,Playoffs,1641726,82,Dereck Lively II,1610612742,DAL,3,18.3,3.0,5.3,0.563,0.0,0.0,0.0,1.7,3.3,0.5,1.0,4.0,5.0,0.3,0.3,1.7,0.7,7.7,10.3
2023-24,Playoffs,203484,82,Kentavious Caldwell-Pope,1610612743,DEN,3,35.7,2.7,8.3,0.32,1.7,6.3,0.263,0.7,0.7,1.0,0.3,1.3,1.7,1.7,1.7,0.3,1.3,7.7,6.0
2023-24,Playoffs,204456,82,T.J. McConnell,1610612754,IND,3,17.0,3.3,8.3,0.4,0.3,1.7,0.2,0.7,0.7,1.0,0.7,1.0,1.7,2.3,0.0,0.3,1.0,7.7,6.0
2023-24,Playoffs,201950,85,Jrue Holiday,1610612738,BOS,2,35.5,3.0,10.0,0.3,1.5,4.0,0.375,0.0,0.0,0.0,1.0,4.0,5.0,2.5,2.0,1.5,1.5,7.5,10.0
2023-24,Playoffs,203994,86,Jusuf Nurkic,1610612756,PHX,3,28.0,3.3,7.0,0.476,0.0,0.7,0.0,0.7,2.3,0.286,2.7,5.7,8.3,2.0,1.3,1.7,2.0,7.3,13.3
2023-24,Playoffs,1627884,87,Derrick Jones Jr.,1610612742,DAL,3,25.7,2.7,6.0,0.444,0.3,1.7,0.2,1.3,2.0,0.667,1.7,2.0,3.7,0.0,0.0,1.3,0.7,7.0,7.3
2023-24,Playoffs,201976,87,Patrick Beverley,1610612749,MIL,3,37.7,2.0,5.0,0.4,0.7,1.7,0.4,2.3,2.7,0.875,1.0,3.3,4.3,4.0,1.0,1.0,1.3,7.0,12.7
2023-24,Playoffs,201566,87,Russell Westbrook,1610612746,LAC,3,22.3,2.3,8.0,0.292,1.0,3.7,0.273,1.3,2.0,0.667,1.3,4.0,5.3,2.7,1.3,1.0,2.3,7.0,8.7
2023-24,Playoffs,1630230,90,Naji Marshall,1610612740,NOP,3,21.0,2.3,6.3,0.368,0.7,2.7,0.25,1.3,1.3,1.0,0.7,2.0,2.7,1.3,0.7,0.3,0.3,6.7,7.3
2023-24,Playoffs,1629611,90,Terance Mann,1610612746,LAC,3,27.3,2.0,6.0,0.333,1.3,2.7,0.5,1.3,1.3,1.0,2.7,2.0,4.7,1.7,0.0,0.0,0.7,6.7,8.3
2023-24,Playoffs,1630198,92,Isaiah Joe,1610612760,OKC,3,13.3,2.3,4.7,0.5,1.7,3.3,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.7,0.7,0.0,0.3,6.3,7.0
2023-24,Playoffs,1626204,92,Larry Nance Jr.,1610612740,NOP,3,21.0,2.7,4.3,0.615,0.3,0.7,0.5,0.7,1.3,0.5,4.3,4.7,9.0,2.0,0.7,0.0,2.3,6.3,13.3
2023-24,Playoffs,1629622,94,Max Strus,1610612739,CLE,4,30.8,2.5,6.5,0.385,0.8,4.3,0.176,0.5,0.5,1.0,1.0,4.0,5.0,2.3,0.8,0.0,1.3,6.3,9.0
2023-24,Playoffs,1630598,95,Aaron Wiggins,1610612760,OKC,3,14.7,2.3,3.0,0.778,0.3,0.3,1.0,1.0,1.0,1.0,1.0,2.7,3.7,1.7,0.3,0.0,1.3,6.0,9.7
2023-24,Playoffs,1628365,95,Markelle Fultz,1610612753,ORL,4,13.8,2.5,4.8,0.526,0.0,0.3,0.0,1.0,1.8,0.571,0.8,1.5,2.3,0.3,0.3,0.0,0.8,6.0,5.0
2023-24,Playoffs,1641767,97,Ben Sheppard,1610612754,IND,3,16.7,2.0,4.3,0.462,1.3,3.3,0.4,0.3,0.3,1.0,0.3,2.3,2.7,1.0,0.3,0.0,0.7,5.7,6.7
2023-24,Playoffs,1631128,97,Christian Braun,1610612743,DEN,3,16.0,2.7,6.0,0.444,0.0,2.3,0.0,0.3,1.0,0.333,1.7,1.3,3.0,0.3,0.0,0.3,0.0,5.7,5.3
2023-24,Playoffs,1629234,97,Drew Eubanks,1610612756,PHX,3,12.3,2.3,4.0,0.583,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.3,1.3,0.0,0.7,0.3,0.7,5.7,5.7
2023-24,Playoffs,1629130,100,Duncan Robinson,1610612748,MIA,2,16.0,2.0,6.0,0.333,1.5,5.0,0.3,0.0,0.0,0.0,0.0,1.5,1.5,1.0,1.0,0.0,1.5,5.5,3.5
2023-24,Playoffs,1628976,100,Wendell Carter Jr.,1610612753,ORL,4,20.5,1.8,5.0,0.35,1.0,3.0,0.333,1.0,1.5,0.667,1.3,3.0,4.3,1.0,0.0,0.0,0.8,5.5,6.3
2023-24,Playoffs,1629060,102,Rui Hachimura,1610612747,LAL,3,32.3,1.7,5.0,0.333,0.7,2.0,0.333,1.0,2.0,0.5,0.0,3.3,3.3,0.7,0.0,0.0,0.7,5.0,4.0
2023-24,Playoffs,203914,103,Gary Harris,1610612753,ORL,4,28.0,1.5,5.3,0.286,1.3,4.3,0.294,0.5,0.5,1.0,1.3,1.3,2.5,0.8,1.5,0.3,0.0,4.8,6.0
2023-24,Playoffs,1626220,104,Royce O'Neale,1610612756,PHX,3,22.7,1.7,5.0,0.333,1.3,4.0,0.333,0.0,0.0,0.0,0.7,3.7,4.3,1.0,0.0,0.0,0.7,4.7,6.0
2023-24,Playoffs,1629312,105,Haywood Highsmith,1610612748,MIA,2,26.0,1.5,5.0,0.3,1.5,4.5,0.333,0.0,0.0,0.0,0.5,2.5,3.0,1.5,0.5,0.0,0.5,4.5,5.5
2023-24,Playoffs,1627736,106,Malik Beasley,1610612749,MIL,3,15.3,1.7,4.3,0.385,1.0,3.3,0.3,0.0,0.0,0.0,0.0,2.0,2.0,0.3,0.0,0.0,0.7,4.3,3.3
2023-24,Playoffs,201587,106,Nicolas Batum,1610612755,PHI,3,29.3,1.3,3.7,0.364,1.3,3.3,0.4,0.3,0.7,0.5,0.3,4.0,4.3,1.3,0.3,1.0,0.3,4.3,8.3
2023-24,Playoffs,1630175,108,Cole Anthony,1610612753,ORL,4,14.8,1.3,5.5,0.227,0.3,2.3,0.111,1.5,1.8,0.857,0.0,2.0,2.0,1.5,0.8,0.0,0.8,4.3,3.3
2023-24,Playoffs,1641717,109,Cason Wallace,1610612760,OKC,3,18.7,1.7,3.0,0.556,0.7,1.7,0.4,0.0,0.0,0.0,1.3,0.7,2.0,1.7,1.0,0.0,0.0,4.0,7.3
2023-24,Playoffs,1630182,109,Josh Green,1610612742,DAL,3,16.3,1.0,2.3,0.429,0.3,1.3,0.25,1.7,2.0,0.833,1.7,2.7,4.3,0.7,1.3,0.7,0.0,4.0,9.3
2023-24,Playoffs,1628467,109,Maxi Kleber,1610612742,DAL,3,23.3,1.3,3.3,0.4,1.0,2.3,0.429,0.3,0.7,0.5,1.0,2.3,3.3,2.3,0.0,0.7,0.7,4.0,7.3
2023-24,Playoffs,1630202,109,Payton Pritchard,1610612738,BOS,2,22.0,1.5,3.5,0.429,1.0,2.5,0.4,0.0,0.0,0.0,0.5,2.0,2.5,4.0,0.0,0.0,0.0,4.0,8.5
2023-24,Playoffs,1631212,109,Peyton Watson,1610612743,DEN,3,14.0,1.7,4.3,0.385,0.7,2.3,0.286,0.0,0.0,0.0,0.3,0.7,1.0,0.7,0.0,0.7,0.7,4.0,3.0
2023-24,Playoffs,1629655,114,Daniel Gafford,1610612742,DAL,3,16.3,1.7,4.0,0.417,0.0,0.0,0.0,0.3,0.7,0.5,1.0,0.7,1.7,0.3,0.7,1.3,0.3,3.7,4.7
2023-24,Playoffs,1631119,114,Jaylin Williams,1610612760,OKC,3,11.3,1.3,2.3,0.571,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.7,1.7,1.3,0.3,0.0,0.0,3.7,6.0
2023-24,Playoffs,1629011,114,Mitchell Robinson,1610612752,NYK,3,20.0,1.3,2.7,0.5,0.0,0.0,0.0,1.0,2.0,0.5,4.3,3.3,7.7,0.7,0.3,1.3,0.7,3.7,10.7
2023-24,Playoffs,1626192,114,Pat Connaughton,1610612749,MIL,3,18.0,1.3,3.0,0.444,0.3,1.3,0.25,0.7,0.7,1.0,0.3,3.3,3.7,1.7,1.3,0.0,0.3,3.7,8.3
2023-24,Playoffs,1627777,118,Georges Niang,1610612739,CLE,4,18.5,1.3,5.5,0.227,0.3,2.8,0.091,0.8,1.0,0.75,0.3,1.3,1.5,0.5,0.5,0.5,1.3,3.5,0.8
2023-24,Playoffs,1630171,118,Isaac Okoro,1610612739,CLE,4,20.3,1.3,3.3,0.385,0.5,1.8,0.286,0.5,0.5,1.0,0.0,1.0,1.0,1.0,2.0,0.3,1.5,3.5,4.3
2023-24,Playoffs,201567,118,Kevin Love,1610612748,MIA,2,9.5,1.5,2.5,0.6,0.5,1.0,0.5,0.0,0.0,0.0,0.5,3.5,4.0,1.5,0.0,0.0,0.5,3.5,7.5
2023-24,Playoffs,1629006,121,Josh Okogie,1610612756,PHX,3,5.0,1.0,2.0,0.5,0.3,0.7,0.5,1.0,1.3,0.75,0.0,0.3,0.3,0.3,0.3,0.0,0.0,3.3,3.0
2023-24,Playoffs,203486,121,Mason Plumlee,1610612746,LAC,3,11.3,1.0,3.0,0.333,0.0,0.0,0.0,1.3,2.0,0.667,0.7,3.0,3.7,0.3,0.7,0.0,0.3,3.3,5.0
2023-24,Playoffs,1631260,123,AJ Green,1610612749,MIL,3,11.7,1.0,2.7,0.375,0.0,1.3,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.3,0.0,0.0,0.3,3.0,3.3
2023-24,Playoffs,1630194,123,Paul Reed,1610612755,PHI,3,9.3,1.3,1.7,0.8,0.0,0.0,0.0,0.3,0.7,0.5,2.0,1.3,3.3,0.3,0.0,0.3,0.3,3.0,6.0
2023-24,Playoffs,1630241,123,Sam Merrill,1610612739,CLE,3,10.7,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.3,1.3,1.7,1.7,0.0,0.0,0.0,3.0,5.3
2023-24,Playoffs,1629599,126,Amir Coffey,1610612746,LAC,3,18.0,1.0,3.3,0.3,0.7,2.0,0.333,0.0,0.0,0.0,0.0,1.3,1.3,0.7,0.0,0.0,1.0,2.7,1.3
2023-24,Playoffs,202704,126,Reggie Jackson,1610612743,DEN,3,8.3,1.0,4.0,0.25,0.7,2.3,0.286,0.0,0.0,0.0,0.0,0.3,0.3,1.3,0.0,0.0,0.7,2.7,0.7
