Year,Season_type,PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF
2022-23,Playoffs,201935,26,James Harden,1610612755,PHI,11,38.8,6.5,16.6,0.393,2.8,7.5,0.378,4.4,5.0,0.873,0.5,5.6,6.2,8.3,1.8,0.4,3.2,20.3,23.0
2022-23,Playoffs,1629628,27,RJ Barrett,1610612752,NYK,11,34.3,6.5,14.9,0.433,1.8,5.5,0.328,4.5,5.9,0.769,0.5,4.0,4.5,2.8,0.8,0.2,2.3,19.3,15.5
2022-23,Playoffs,201572,28,Brook Lopez,1610612749,MIL,5,36.4,7.8,13.4,0.582,1.4,3.4,0.412,2.0,2.6,0.769,2.8,3.6,6.4,1.2,1.4,1.8,2.2,19.0,21.4
2022-23,Playoffs,1628370,28,Malik Monk,1610612758,SAC,7,29.3,5.4,13.3,0.409,1.9,5.6,0.333,6.3,7.0,0.898,0.9,4.6,5.4,3.6,0.7,0.4,2.0,19.0,18.6
2022-23,Playoffs,202691,30,Klay Thompson,1610612744,GSW,13,36.0,6.5,16.8,0.388,3.8,10.5,0.368,1.6,1.8,0.875,0.1,4.1,4.2,2.2,0.5,0.3,2.0,18.5,13.2
2022-23,Playoffs,1629661,31,Cameron Johnson,1610612751,BKN,4,38.0,7.0,13.8,0.509,3.0,7.0,0.429,1.5,1.8,0.857,0.8,5.0,5.8,2.8,0.8,0.3,1.3,18.5,19.8
2022-23,Playoffs,1626157,32,Karl-Anthony Towns,1610612750,MIN,5,36.0,6.4,14.0,0.457,1.2,4.8,0.25,4.2,5.6,0.75,1.2,9.0,10.2,2.0,0.6,0.8,3.6,18.2,19.2
2022-23,Playoffs,1628991,33,Jaren Jackson Jr.,1610612763,MEM,6,36.7,5.8,13.8,0.422,1.2,4.2,0.28,5.2,6.0,0.861,3.3,4.5,7.8,1.5,1.0,2.0,3.0,18.0,18.5
2022-23,Playoffs,1628389,34,Bam Adebayo,1610612748,MIA,23,37.0,7.3,15.1,0.481,0.0,0.1,0.0,3.4,4.1,0.821,2.7,7.1,9.9,3.7,0.8,0.7,2.7,17.9,21.7
2022-23,Playoffs,201950,35,Jrue Holiday,1610612749,MIL,5,38.2,6.8,17.0,0.4,2.4,8.4,0.286,1.8,2.6,0.692,0.8,5.8,6.6,8.0,1.0,0.4,2.4,17.8,20.4
2022-23,Playoffs,1630559,36,Austin Reaves,1610612747,LAL,16,36.2,5.6,12.1,0.464,2.4,5.5,0.443,3.2,3.6,0.895,1.3,3.2,4.4,4.6,0.6,0.2,1.6,16.9,18.3
2022-23,Playoffs,203952,37,Andrew Wiggins,1610612744,GSW,13,34.0,6.4,13.9,0.459,1.5,4.9,0.297,2.5,3.6,0.681,1.8,3.8,5.6,1.9,0.8,1.2,1.3,16.7,16.2
2022-23,Playoffs,1629631,38,De'Andre Hunter,1610612737,ATL,6,37.3,6.5,14.2,0.459,2.3,6.3,0.368,1.3,1.7,0.8,1.2,4.5,5.7,1.2,0.7,0.3,1.5,16.7,15.0
2022-23,Playoffs,203944,39,Julius Randle,1610612752,NYK,10,33.0,5.5,14.7,0.374,1.7,6.6,0.258,3.9,5.5,0.709,1.7,6.6,8.3,3.6,0.5,0.3,3.5,16.6,15.0
2022-23,Playoffs,203915,40,Spencer Dinwiddie,1610612751,BKN,4,39.8,5.5,12.8,0.431,1.8,4.5,0.389,3.8,5.5,0.682,0.3,3.0,3.3,6.5,1.3,0.3,3.0,16.5,15.8
2022-23,Playoffs,1627734,41,Domantas Sabonis,1610612758,SAC,7,34.7,7.0,14.1,0.495,0.1,0.7,0.2,2.3,4.0,0.571,4.4,6.6,11.0,4.7,1.4,0.9,3.7,16.4,21.9
2022-23,Playoffs,202699,42,Tobias Harris,1610612755,PHI,11,35.6,6.4,12.2,0.522,1.4,3.7,0.366,1.2,1.4,0.867,1.5,5.7,7.3,1.6,0.6,0.5,0.7,15.3,18.6
2022-23,Playoffs,1627747,43,Caris LeVert,1610612739,CLE,5,34.0,5.4,12.6,0.429,2.6,7.2,0.361,1.6,2.6,0.615,0.8,3.8,4.6,2.6,0.4,0.2,1.0,15.0,13.6
2022-23,Playoffs,203497,43,Rudy Gobert,1610612750,MIN,5,35.4,5.8,9.2,0.63,0.0,0.0,0.0,3.4,5.4,0.63,3.6,8.6,12.2,2.0,0.4,1.0,1.6,15.0,23.6
2022-23,Playoffs,203935,45,Marcus Smart,1610612738,BOS,20,34.0,5.1,11.2,0.453,2.2,6.1,0.361,2.6,3.3,0.8,1.1,3.0,4.0,5.1,1.3,0.3,2.3,14.9,16.5
2022-23,Playoffs,1629028,46,Deandre Ayton,1610612756,PHX,10,31.9,6.1,11.1,0.55,0.0,0.0,0.0,1.2,2.3,0.522,2.9,6.8,9.7,1.0,0.6,0.7,1.7,13.4,17.6
2022-23,Playoffs,1628401,47,Derrick White,1610612738,BOS,20,29.7,4.7,9.2,0.505,2.5,5.5,0.455,1.6,1.7,0.912,0.7,2.3,3.0,2.1,0.6,1.0,0.9,13.4,14.4
2022-23,Playoffs,1629008,47,Michael Porter Jr.,1610612743,DEN,20,32.7,5.0,11.7,0.423,2.3,6.6,0.351,1.2,1.5,0.793,1.0,7.1,8.1,1.6,0.5,0.6,0.5,13.4,16.6
2022-23,Playoffs,203992,49,Bogdan Bogdanovic,1610612737,ATL,6,26.2,5.0,9.0,0.556,2.5,5.5,0.455,0.8,1.2,0.714,0.3,2.7,3.0,2.5,1.0,0.8,0.5,13.3,15.8
2022-23,Playoffs,1626156,50,D'Angelo Russell,1610612747,LAL,16,29.6,5.2,12.2,0.426,1.7,5.4,0.31,1.3,1.6,0.769,0.6,2.3,2.9,4.6,0.7,0.3,1.8,13.3,12.7
2022-23,Playoffs,203932,51,Aaron Gordon,1610612743,DEN,20,35.7,5.1,9.8,0.518,0.9,2.3,0.391,2.3,3.5,0.652,2.5,3.6,6.0,2.6,0.6,0.7,1.0,13.3,16.2
2022-23,Playoffs,1629216,52,Gabe Vincent,1610612748,MIA,22,30.5,4.5,11.2,0.402,2.3,6.1,0.378,1.4,1.5,0.882,0.4,1.0,1.4,3.5,0.9,0.2,1.4,12.7,10.4
2022-23,Playoffs,1628997,53,Caleb Martin,1610612748,MIA,23,30.2,4.7,9.0,0.529,1.9,4.5,0.423,1.3,1.5,0.829,1.2,4.3,5.4,1.6,0.9,0.4,1.0,12.7,15.4
2022-23,Playoffs,1629060,54,Rui Hachimura,1610612747,LAL,16,24.3,4.6,8.2,0.557,1.2,2.4,0.487,1.9,2.1,0.882,0.6,3.1,3.6,0.6,0.5,0.3,0.6,12.2,12.7
2022-23,Playoffs,1628971,55,Bruce Brown,1610612743,DEN,20,26.6,4.5,8.8,0.511,0.9,2.9,0.316,2.1,2.5,0.857,0.8,3.3,4.0,1.9,1.1,0.5,1.2,12.0,13.6
2022-23,Playoffs,201144,55,Mike Conley,1610612750,MIN,5,36.6,4.0,8.4,0.476,2.0,4.4,0.455,2.0,2.2,0.909,0.4,2.2,2.6,6.4,0.6,0.0,1.4,12.0,15.6
2022-23,Playoffs,1626192,55,Pat Connaughton,1610612749,MIL,4,22.0,4.3,7.5,0.567,2.8,5.8,0.478,0.8,1.0,0.75,1.0,4.0,5.0,1.8,1.0,0.3,0.5,12.0,16.0
2022-23,Playoffs,1627763,58,Malcolm Brogdon,1610612738,BOS,19,24.9,4.3,10.3,0.418,1.7,4.6,0.379,1.5,1.8,0.829,0.7,2.8,3.5,2.9,0.2,0.3,1.0,11.9,11.4
2022-23,Playoffs,1628960,59,Grayson Allen,1610612749,MIL,5,29.8,3.8,8.2,0.463,2.8,5.8,0.483,1.2,1.4,0.857,0.2,2.2,2.4,1.8,0.4,0.0,0.8,11.6,10.8
2022-23,Playoffs,1628381,60,John Collins,1610612737,ATL,6,27.3,4.3,10.0,0.433,1.8,5.3,0.344,0.8,1.0,0.833,1.2,3.2,4.3,0.8,0.3,1.0,1.5,11.3,10.5
2022-23,Playoffs,203084,61,Harrison Barnes,1610612758,SAC,7,28.1,3.6,8.6,0.417,0.9,3.6,0.24,2.7,3.7,0.731,1.4,2.0,3.4,0.7,1.1,0.3,0.4,10.7,9.9
2022-23,Playoffs,203484,62,Kentavious Caldwell-Pope,1610612743,DEN,20,33.6,3.7,8.1,0.457,1.8,4.6,0.38,1.5,1.8,0.829,0.7,2.6,3.3,1.6,1.3,0.7,0.8,10.6,11.9
2022-23,Playoffs,1629611,62,Terance Mann,1610612746,LAC,5,26.6,3.8,6.6,0.576,1.8,3.8,0.474,1.2,1.8,0.667,1.4,1.8,3.2,2.2,0.8,0.2,1.8,10.6,11.8
2022-23,Playoffs,1628415,64,Dillon Brooks,1610612763,MEM,6,27.8,4.0,12.8,0.312,1.7,7.0,0.238,0.8,1.2,0.714,0.5,2.5,3.0,1.8,0.2,0.0,1.2,10.5,5.2
2022-23,Playoffs,1629651,64,Nic Claxton,1610612751,BKN,4,29.3,4.5,6.3,0.72,0.0,0.0,0.0,1.5,2.5,0.6,1.3,6.8,8.0,1.5,0.3,1.8,0.8,10.5,18.5
2022-23,Playoffs,1628404,66,Josh Hart,1610612752,NYK,11,32.1,4.1,8.5,0.479,0.9,2.9,0.313,1.3,2.0,0.636,1.6,5.7,7.4,2.2,0.8,0.3,1.9,10.4,13.9
2022-23,Playoffs,1629673,67,Jordan Poole,1610612744,GSW,13,21.8,3.5,10.4,0.341,1.2,4.8,0.254,2.0,2.6,0.765,0.3,1.8,2.2,3.5,0.8,0.2,1.2,10.3,8.4
2022-23,Playoffs,201569,68,Eric Gordon,1610612746,LAC,5,29.8,3.6,8.8,0.409,2.0,5.8,0.345,1.0,1.2,0.833,0.2,1.2,1.4,2.6,0.6,0.4,0.8,10.2,9.0
2022-23,Playoffs,1630596,69,Evan Mobley,1610612739,CLE,5,37.6,4.4,9.6,0.458,0.0,0.2,0.0,1.0,1.6,0.625,3.0,7.0,10.0,2.0,0.6,1.2,2.4,9.8,15.4
2022-23,Playoffs,1631099,70,Keegan Murray,1610612758,SAC,7,27.7,3.7,8.3,0.448,1.7,4.6,0.375,0.6,0.9,0.667,2.1,4.1,6.3,0.7,0.6,0.3,0.6,9.7,12.1
2022-23,Playoffs,1626171,71,Bobby Portis,1610612749,MIL,5,21.4,4.0,8.2,0.488,1.0,3.6,0.278,0.6,0.6,1.0,2.0,6.2,8.2,1.2,0.6,0.4,0.8,9.6,15.0
2022-23,Playoffs,203110,72,Draymond Green,1610612744,GSW,12,30.6,3.5,7.6,0.462,0.4,1.7,0.25,2.0,2.8,0.727,1.6,5.3,6.9,6.8,1.5,1.0,2.3,9.4,18.6
2022-23,Playoffs,1628386,73,Jarrett Allen,1610612739,CLE,5,38.2,4.4,7.2,0.611,0.0,0.0,0.0,0.6,1.2,0.5,3.0,4.4,7.4,2.4,0.8,1.0,0.6,9.4,17.0
2022-23,Playoffs,1629622,74,Max Strus,1610612748,MIA,23,28.1,3.3,8.2,0.402,1.9,5.9,0.319,0.9,1.1,0.8,0.6,3.0,3.6,1.4,0.3,0.3,0.3,9.3,9.7
2022-23,Playoffs,200768,75,Kyle Lowry,1610612748,MIA,23,26.0,3.2,7.6,0.425,1.4,3.8,0.375,1.3,1.4,0.939,0.5,3.0,3.5,4.4,1.0,0.6,1.7,9.2,12.6
2022-23,Playoffs,1627826,76,Ivica Zubac,1610612746,LAC,5,26.0,3.4,6.0,0.567,0.0,0.0,0.0,2.4,3.2,0.75,3.2,6.4,9.6,0.6,0.6,0.2,2.2,9.2,14.6
2022-23,Playoffs,1628989,77,Kevin Huerter,1610612758,SAC,7,26.1,3.6,10.3,0.347,1.1,5.6,0.205,0.9,1.1,0.75,0.1,4.3,4.4,1.1,0.4,1.3,0.6,9.1,8.9
2022-23,Playoffs,1629130,78,Duncan Robinson,1610612748,MIA,23,18.2,3.3,6.9,0.475,2.2,4.9,0.442,0.3,0.3,0.875,0.0,1.4,1.5,1.7,0.3,0.1,0.9,9.0,8.1
2022-23,Playoffs,1630193,78,Immanuel Quickley,1610612752,NYK,8,21.9,2.9,8.3,0.348,1.1,4.6,0.243,2.1,2.5,0.85,0.3,1.4,1.6,1.0,0.5,0.0,1.1,9.0,5.3
2022-23,Playoffs,1630214,80,Xavier Tillman,1610612763,MEM,6,30.5,4.0,7.5,0.533,0.2,0.7,0.25,0.5,0.8,0.6,2.8,5.2,8.0,3.2,0.7,0.7,0.7,8.7,16.7
2022-23,Playoffs,1630538,81,Bones Hyland,1610612746,LAC,5,16.4,3.0,8.8,0.341,1.0,4.0,0.25,1.6,2.0,0.8,0.2,0.6,0.8,0.8,0.8,0.2,0.8,8.6,4.2
2022-23,Playoffs,203937,82,Kyle Anderson,1610612750,MIN,4,26.0,3.8,7.5,0.5,0.5,1.5,0.333,0.5,0.5,1.0,0.8,3.3,4.0,4.5,1.8,0.5,1.5,8.5,14.0
2022-23,Playoffs,1629638,83,Nickeil Alexander-Walker,1610612750,MIN,5,29.6,3.0,7.0,0.429,2.0,5.0,0.4,0.4,0.6,0.667,0.2,1.8,2.0,1.4,0.6,0.2,0.8,8.4,7.6
2022-23,Playoffs,203991,84,Clint Capela,1610612737,ATL,6,25.2,3.8,6.3,0.605,0.0,0.0,0.0,0.7,1.0,0.667,2.5,5.8,8.3,0.5,1.0,0.5,0.7,8.3,15.2
2022-23,Playoffs,203552,84,Seth Curry,1610612751,BKN,3,19.3,3.3,6.3,0.526,1.0,3.0,0.333,0.7,1.0,0.667,0.0,1.0,1.0,2.0,0.0,0.0,0.3,8.3,7.7
2022-23,Playoffs,203486,86,Mason Plumlee,1610612746,LAC,5,18.2,2.8,3.2,0.875,0.0,0.0,0.0,2.6,2.8,0.929,3.2,3.6,6.8,1.8,0.4,0.4,0.6,8.2,16.4
2022-23,Playoffs,1629001,87,De'Anthony Melton,1610612755,PHI,11,24.9,2.8,7.4,0.383,1.7,4.5,0.388,0.5,0.7,0.75,1.3,2.0,3.3,1.6,1.2,0.8,0.7,7.9,9.4
2022-23,Playoffs,1627752,88,Taurean Prince,1610612750,MIN,5,20.0,2.4,6.6,0.364,1.6,4.2,0.381,1.4,1.8,0.778,0.6,0.8,1.4,0.8,0.6,0.2,1.0,7.8,5.2
2022-23,Playoffs,1629057,89,Robert Williams III,1610612738,BOS,20,20.9,3.4,4.3,0.788,0.0,0.1,0.0,1.0,1.4,0.679,1.8,4.2,6.0,1.0,0.5,1.3,0.8,7.7,14.1
2022-23,Playoffs,1630180,90,Saddiq Bey,1610612737,ATL,6,22.2,2.5,6.7,0.375,1.2,3.0,0.389,1.3,1.5,0.889,1.2,2.8,4.0,1.0,0.5,0.0,0.3,7.5,8.3
2022-23,Playoffs,203471,91,Dennis Schroder,1610612747,LAL,16,26.1,2.6,6.4,0.398,0.8,2.4,0.333,1.4,1.8,0.821,0.2,1.8,1.9,2.9,1.0,0.2,1.3,7.4,7.9
2022-23,Playoffs,1628379,92,Luke Kennard,1610612763,MEM,5,21.4,2.4,4.6,0.522,1.6,3.2,0.5,0.8,0.8,1.0,1.0,3.0,4.0,1.4,0.8,0.0,0.2,7.2,11.0
2022-23,Playoffs,1630558,93,Davion Mitchell,1610612758,SAC,7,20.0,2.7,6.6,0.413,1.0,3.9,0.259,0.7,0.9,0.833,0.4,0.9,1.3,1.7,0.9,0.1,0.9,7.1,6.3
2022-23,Playoffs,1630167,94,Obi Toppin,1610612752,NYK,11,15.9,2.7,6.4,0.429,1.2,3.9,0.302,0.4,0.5,0.8,0.9,2.6,3.5,0.6,0.7,0.3,0.7,7.0,7.7
2022-23,Playoffs,201567,95,Kevin Love,1610612748,MIA,20,18.0,2.3,6.0,0.378,1.7,4.4,0.375,0.7,0.8,0.875,0.7,4.9,5.6,1.2,0.5,0.4,0.5,6.9,10.1
2022-23,Playoffs,1627780,96,Gary Payton II,1610612744,GSW,12,15.9,3.0,4.5,0.667,0.3,1.3,0.267,0.5,0.8,0.667,1.8,1.8,3.7,0.8,0.7,0.5,0.9,6.8,9.8
2022-23,Playoffs,204060,97,Joe Ingles,1610612749,MIL,5,17.8,2.4,4.6,0.522,2.0,4.0,0.5,0.0,0.0,0.0,0.2,1.0,1.2,2.0,0.6,0.2,1.2,6.8,7.4
2022-23,Playoffs,201143,98,Al Horford,1610612738,BOS,20,30.9,2.6,6.6,0.386,1.4,4.7,0.298,0.2,0.2,0.75,1.5,5.7,7.2,3.0,1.1,1.7,0.6,6.7,14.9
2022-23,Playoffs,1626168,99,Trey Lyles,1610612758,SAC,7,16.9,2.4,5.7,0.425,1.3,3.9,0.333,0.4,0.7,0.6,1.3,4.4,5.7,0.7,0.3,0.0,0.4,6.6,9.3
2022-23,Playoffs,1630583,100,Santi Aldama,1610612763,MEM,6,16.8,2.5,5.5,0.455,1.2,2.5,0.467,0.3,0.3,1.0,1.2,3.2,4.3,1.2,0.5,0.0,0.3,6.5,9.2
2022-23,Playoffs,1626172,101,Kevon Looney,1610612744,GSW,13,25.0,2.8,4.9,0.578,0.0,0.0,0.0,0.8,1.4,0.556,4.7,8.4,13.1,3.3,0.6,0.4,1.0,6.5,20.2
2022-23,Playoffs,1629011,102,Mitchell Robinson,1610612752,NYK,11,27.1,2.6,4.4,0.604,0.0,0.0,0.0,1.2,3.0,0.394,5.0,4.3,9.3,0.8,0.7,1.5,0.9,6.5,14.3
2022-23,Playoffs,1628470,102,Torrey Craig,1610612756,PHX,11,16.6,2.4,4.1,0.578,1.0,2.3,0.44,0.7,0.8,0.889,0.6,1.6,2.3,0.5,0.5,0.2,0.3,6.5,7.8
2022-23,Playoffs,1630171,104,Isaac Okoro,1610612739,CLE,5,15.0,2.2,4.6,0.478,0.8,2.6,0.308,1.2,1.2,1.0,0.6,0.8,1.4,0.8,0.4,0.4,0.8,6.4,6.2
2022-23,Playoffs,1627827,105,Dorian Finney-Smith,1610612751,BKN,4,25.3,2.3,5.8,0.391,1.8,4.3,0.412,0.0,0.0,0.0,1.5,3.0,4.5,0.8,0.8,0.5,1.3,6.3,8.0
2022-23,Playoffs,1629022,106,Lonnie Walker IV,1610612747,LAL,13,13.8,2.2,4.6,0.483,1.0,2.6,0.382,0.7,0.9,0.75,0.1,0.8,0.9,0.8,0.5,0.1,0.3,6.2,5.6
2022-23,Playoffs,1626224,107,Cedi Osman,1610612739,CLE,5,18.6,1.8,5.0,0.36,1.2,4.0,0.3,1.2,1.8,0.667,0.2,2.8,3.0,1.0,0.4,0.2,1.0,6.0,5.8
2022-23,Playoffs,1630168,107,Onyeka Okongwu,1610612737,ATL,6,21.8,2.5,4.2,0.6,0.2,0.2,1.0,0.8,1.7,0.5,3.2,3.2,6.3,1.2,0.3,1.3,1.2,6.0,11.5
2022-23,Playoffs,1630541,109,Moses Moody,1610612744,GSW,12,13.4,1.9,3.6,0.535,1.1,1.8,0.591,0.9,1.0,0.917,0.6,2.0,2.6,0.7,0.4,0.3,0.2,5.8,7.9
2022-23,Playoffs,1628978,110,Donte DiVincenzo,1610612744,GSW,13,18.1,1.8,4.9,0.375,1.2,3.4,0.341,0.6,0.9,0.667,0.8,2.2,3.0,2.8,0.8,0.2,1.3,5.5,7.6
2022-23,Playoffs,1629656,111,Quentin Grimes,1610612752,NYK,9,26.9,1.6,5.1,0.304,1.0,4.1,0.243,1.0,1.2,0.818,0.3,2.4,2.8,1.4,1.0,0.6,1.1,5.1,6.0
2022-23,Playoffs,1629684,112,Grant Williams,1610612738,BOS,15,17.7,1.7,3.5,0.472,1.2,2.7,0.45,0.5,0.7,0.8,0.7,1.5,2.2,1.2,0.3,0.4,0.3,5.1,6.9
2022-23,Playoffs,1626220,113,Royce O'Neale,1610612751,BKN,4,29.5,1.8,7.3,0.241,1.0,5.5,0.182,0.5,0.5,1.0,1.0,3.3,4.3,3.5,1.3,0.3,1.0,5.0,7.8
2022-23,Playoffs,200782,114,P.J. Tucker,1610612755,PHI,11,26.7,1.7,4.6,0.373,1.3,3.6,0.35,0.2,0.3,0.667,1.6,2.9,4.5,1.5,1.2,0.3,0.5,4.9,8.9
2022-23,Playoffs,1629013,115,Landry Shamet,1610612756,PHX,10,18.4,1.7,4.5,0.378,1.1,2.9,0.379,0.3,0.4,0.75,0.3,1.4,1.7,1.1,0.2,0.1,0.4,4.8,4.6
2022-23,Playoffs,1630194,116,Paul Reed,1610612755,PHI,11,14.3,2.0,3.5,0.579,0.0,0.0,0.0,0.6,0.6,1.0,2.5,3.0,5.5,0.6,0.5,0.4,0.5,4.6,9.6
2022-23,Playoffs,1629020,117,Jarred Vanderbilt,1610612747,LAL,15,16.5,1.6,4.0,0.4,0.5,1.9,0.241,0.9,1.3,0.7,1.3,1.9,3.2,0.8,0.7,0.8,0.9,4.6,6.5
2022-23,Playoffs,1626145,118,Tyus Jones,1610612763,MEM,6,20.0,1.8,6.0,0.306,0.5,3.2,0.158,0.3,0.5,0.667,0.5,2.5,3.0,3.7,1.3,0.0,1.3,4.5,6.8
2022-23,Playoffs,201587,119,Nicolas Batum,1610612746,LAC,5,18.4,1.6,3.8,0.421,1.2,3.4,0.353,0.0,0.0,0.0,0.2,2.0,2.2,1.2,0.4,0.4,0.4,4.4,6.0
2022-23,Playoffs,1627777,120,Georges Niang,1610612755,PHI,11,14.3,1.6,3.3,0.5,1.1,2.4,0.462,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.2,0.5,4.4,3.0
2022-23,Playoffs,1630552,121,Jalen Johnson,1610612737,ATL,6,9.3,1.7,4.0,0.417,0.7,1.8,0.364,0.3,0.3,1.0,0.3,2.2,2.5,1.3,0.5,0.0,0.8,4.3,5.5
2022-23,Playoffs,201145,122,Jeff Green,1610612743,DEN,20,17.2,1.4,3.1,0.452,0.5,1.4,0.321,0.9,1.0,0.895,0.3,1.3,1.6,0.7,0.3,0.4,0.5,4.1,4.7
2022-23,Playoffs,1629006,122,Josh Okogie,1610612756,PHX,10,17.5,1.4,3.7,0.378,0.2,1.4,0.143,1.1,1.3,0.846,1.2,0.9,2.1,1.3,0.6,0.2,0.3,4.1,5.5
2022-23,Playoffs,1631223,124,David Roddy,1610612763,MEM,6,12.7,1.3,4.8,0.276,1.0,3.3,0.3,0.2,0.2,1.0,0.7,2.2,2.8,0.7,0.0,0.3,0.2,3.8,4.0
2022-23,Playoffs,1630228,125,Jonathan Kuminga,1610612744,GSW,10,6.1,1.3,2.4,0.542,0.3,0.7,0.429,0.5,0.9,0.556,0.4,0.5,0.9,0.5,0.2,0.0,0.4,3.4,3.1
2022-23,Playoffs,202687,126,Bismack Biyombo,1610612756,PHX,8,9.8,1.1,2.0,0.563,0.0,0.0,0.0,1.1,2.3,0.5,1.3,2.1,3.4,0.8,0.0,1.3,0.8,3.4,6.0
2022-23,Playoffs,1629312,127,Haywood Highsmith,1610612748,MIA,18,8.9,1.3,2.2,0.615,0.4,0.9,0.5,0.2,0.3,0.8,0.6,0.8,1.3,0.3,0.6,0.1,0.1,3.3,4.6
2022-23,Playoffs,1631128,128,Christian Braun,1610612743,DEN,19,13.0,1.3,2.4,0.533,0.1,0.5,0.2,0.6,1.0,0.579,0.6,1.4,2.1,0.6,0.6,0.2,0.5,3.2,4.6
2022-23,Playoffs,1629669,129,Jaylen Nowell,1610612750,MIN,5,12.4,1.2,5.2,0.231,0.6,1.8,0.333,0.2,0.4,0.5,0.8,0.2,1.0,0.6,0.0,0.0,0.4,3.2,0.2
2022-23,Playoffs,1628392,130,Isaiah Hartenstein,1610612752,NYK,11,20.0,1.0,2.1,0.478,0.0,0.0,0.0,1.1,1.5,0.75,2.1,2.5,4.6,1.3,0.8,1.4,0.5,3.1,9.3
2022-23,Playoffs,203458,131,Alex Len,1610612758,SAC,7,7.7,1.0,1.3,0.778,0.0,0.0,0.0,0.7,0.9,0.833,1.0,1.9,2.9,0.1,0.0,0.4,1.0,2.7,4.7
2022-23,Playoffs,203085,132,Austin Rivers,1610612750,MIN,4,11.5,1.0,2.0,0.5,0.5,1.5,0.333,0.0,0.0,0.0,0.3,1.0,1.3,0.3,0.3,0.0,0.3,2.5,3.0
2022-23,Playoffs,1629667,133,Jalen McDaniels,1610612755,PHI,8,12.8,1.0,2.5,0.4,0.4,1.1,0.333,0.0,0.0,0.0,0.4,1.6,2.0,0.6,0.1,0.0,0.4,2.4,3.3
2022-23,Playoffs,203469,134,Cody Zeller,1610612748,MIA,21,8.3,1.0,1.7,0.571,0.0,0.0,0.0,0.3,0.7,0.4,0.5,1.8,2.3,0.3,0.1,0.2,0.6,2.2,3.3
2022-23,Playoffs,1627814,135,Damion Lee,1610612756,PHX,8,11.1,0.8,2.5,0.3,0.4,1.9,0.2,0.3,0.3,1.0,0.5,0.9,1.4,0.6,0.3,0.0,0.1,2.1,2.5
2022-23,Playoffs,1630573,136,Sam Hauser,1610612738,BOS,15,6.9,0.7,1.9,0.345,0.5,1.6,0.333,0.1,0.1,1.0,0.3,0.8,1.1,0.3,0.1,0.1,0.0,2.0,2.3
2022-23,Playoffs,1628972,137,Troy Brown Jr.,1610612747,LAL,12,10.3,0.8,2.3,0.357,0.2,1.3,0.133,0.0,0.0,0.0,0.3,1.7,2.0,0.9,0.2,0.1,0.0,1.8,3.5
2022-23,Playoffs,203109,138,Jae Crowder,1610612749,MIL,4,10.3,0.8,3.3,0.231,0.0,1.5,0.0,0.3,0.5,0.5,0.3,0.8,1.0,0.8,0.5,0.0,0.3,1.8,1.0
2022-23,Playoffs,203925,138,Joe Harris,1610612751,BKN,4,11.0,0.5,3.3,0.154,0.3,3.0,0.083,0.5,0.5,1.0,0.0,1.3,1.3,0.0,0.5,0.0,0.8,1.8,0.0
2022-23,Playoffs,1628975,140,Jevon Carter,1610612749,MIL,4,12.3,0.5,2.3,0.222,0.3,1.8,0.143,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3,0.0,0.0,1.3,1.8
2022-23,Playoffs,1629723,141,John Konchar,1610612763,MEM,5,9.8,0.4,1.8,0.222,0.0,0.8,0.0,0.0,0.0,0.0,0.8,1.2,2.0,0.8,0.4,0.4,0.2,0.8,2.8
2022-23,Playoffs,201980,142,Danny Green,1610612739,CLE,4,10.0,0.3,1.3,0.2,0.3,1.0,0.25,0.0,0.0,0.0,0.5,1.3,1.8,0.3,0.5,0.3,0.5,0.8,2.0
2022-23,Playoffs,1630540,143,Miles McBride,1610612752,NYK,8,2.5,0.1,0.5,0.25,0.1,0.4,0.333,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,0.1,0.0,0.4,0.5
2022-23,Playoffs,1630556,144,Kessler Edwards,1610612758,SAC,6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2
2023-24,Playoffs,203954,1,Joel Embiid,1610612755,PHI,3,38.7,11.0,23.3,0.471,3.0,8.0,0.375,12.7,15.0,0.844,3.0,5.7,8.7,5.3,0.7,0.7,2.3,37.7,36.0
2023-24,Playoffs,203076,2,Anthony Davis,1610612747,LAL,3,42.0,13.3,21.7,0.615,0.0,1.7,0.0,5.7,6.7,0.85,3.0,10.3,13.3,3.3,0.7,1.7,2.7,32.3,39.3
2023-24,Playoffs,203081,2,Damian Lillard,1610612749,MIL,3,40.7,9.0,21.7,0.415,5.3,12.0,0.444,9.0,9.3,0.964,0.7,3.0,3.7,5.3,1.3,0.0,2.0,32.3,27.7
2023-24,Playoffs,1630178,4,Tyrese Maxey,1610612755,PHI,3,43.0,11.7,23.0,0.507,3.7,9.3,0.393,4.0,4.0,1.0,0.0,5.0,5.0,7.0,0.7,0.7,2.7,31.0,30.3
